cards,rank,hand_class
2C 9C 9D JC KC,4497,PAIR
8C 9C 9D TC KC,4498,PAIR
7C 9C 9D TC KC,4499,PAIR
6C 9C 9D TC KC,4500,PAIR
5C 9C 9D TC KC,4501,PAIR
4C 9C 9D TC KC,4502,PAIR
3C 9C 9D TC KC,4503,PAIR
2C 9C 9D TC KC,4504,PAIR
7C 8C 9C 9D KC,4505,PAIR
6C 8C 9C 9D KC,4506,PAIR
5C 8C 9C 9D KC,4507,PAIR
4C 8C 9C 9D KC,4508,PAIR
3C 8C 9C 9D KC,4509,PAIR
2C 8C 9C 9D KC,4510,PAIR
6C 7C 9C 9D KC,4511,PAIR
5C 7C 9C 9D KC,4512,PAIR
4C 7C 9C 9D KC,4513,PAIR
3C 7C 9C 9D KC,4514,PAIR
2C 7C 9C 9D KC,4515,PAIR
5C 6C 9C 9D KC,4516,PAIR
4C 6C 9C 9D KC,4517,PAIR
3C 6C 9C 9D KC,4518,PAIR
2C 6C 9C 9D KC,4519,PAIR
4C 5C 9C 9D KC,4520,PAIR
3C 5C 9C 9D KC,4521,PAIR
2C 5C 9C 9D KC,4522,PAIR
3C 4C 9C 9D KC,4523,PAIR
2C 4C 9C 9D KC,4524,PAIR
2C 3C 9C 9D KC,4525,PAIR
9C 9D TC JC QC,4526,PAIR
8C 9C 9D JC QC,4527,PAIR
7C 9C 9D JC QC,4528,PAIR
6C 9C 9D JC QC,4529,PAIR
5C 9C 9D JC QC,4530,PAIR
4C 9C 9D JC QC,4531,PAIR
3C 9C 9D JC QC,4532,PAIR
2C 9C 9D JC QC,4533,PAIR
8C 9C 9D TC QC,4534,PAIR
7C 9C 9D TC QC,4535,PAIR
6C 9C 9D TC QC,4536,PAIR
5C 9C 9D TC QC,4537,PAIR
4C 9C 9D TC QC,4538,PAIR
3C 9C 9D TC QC,4539,PAIR
2C 9C 9D TC QC,4540,PAIR
7C 8C 9C 9D QC,4541,PAIR
6C 8C 9C 9D QC,4542,PAIR
5C 8C 9C 9D QC,4543,PAIR
4C 8C 9C 9D QC,4544,PAIR
3C 8C 9C 9D QC,4545,PAIR
2C 8C 9C 9D QC,4546,PAIR
6C 7C 9C 9D QC,4547,PAIR
5C 7C 9C 9D QC,4548,PAIR
4C 7C 9C 9D QC,4549,PAIR
3C 7C 9C 9D QC,4550,PAIR
2C 7C 9C 9D QC,4551,PAIR
5C 6C 9C 9D QC,4552,PAIR
4C 6C 9C 9D QC,4553,PAIR
3C 6C 9C 9D QC,4554,PAIR
2C 6C 9C 9D QC,4555,PAIR
4C 5C 9C 9D QC,4556,PAIR
3C 5C 9C 9D QC,4557,PAIR
2C 5C 9C 9D QC,4558,PAIR
3C 4C 9C 9D QC,4559,PAIR
2C 4C 9C 9D QC,4560,PAIR
2C 3C 9C 9D QC,4561,PAIR
8C 9C 9D TC JC,4562,PAIR
7C 9C 9D TC JC,4563,PAIR
6C 9C 9D TC JC,4564,PAIR
5C 9C 9D TC JC,4565,PAIR
4C 9C 9D TC JC,4566,PAIR
3C 9C 9D TC JC,4567,PAIR
2C 9C 9D TC JC,4568,PAIR
7C 8C 9C 9D JC,4569,PAIR
6C 8C 9C 9D JC,4570,PAIR
5C 8C 9C 9D JC,4571,PAIR
4C 8C 9C 9D JC,4572,PAIR
3C 8C 9C 9D JC,4573,PAIR
2C 8C 9C 9D JC,4574,PAIR
6C 7C 9C 9D JC,4575,PAIR
5C 7C 9C 9D JC,4576,PAIR
4C 7C 9C 9D JC,4577,PAIR
3C 7C 9C 9D JC,4578,PAIR
2C 7C 9C 9D JC,4579,PAIR
5C 6C 9C 9D JC,4580,PAIR
4C 6C 9C 9D JC,4581,PAIR
3C 6C 9C 9D JC,4582,PAIR
2C 6C 9C 9D JC,4583,PAIR
4C 5C 9C 9D JC,4584,PAIR
3C 5C 9C 9D JC,4585,PAIR
2C 5C 9C 9D JC,4586,PAIR
3C 4C 9C 9D JC,4587,PAIR
2C 4C 9C 9D JC,4588,PAIR
2C 3C 9C 9D JC,4589,PAIR
7C 8C 9C 9D TC,4590,PAIR
6C 8C 9C 9D TC,4591,PAIR
5C 8C 9C 9D TC,4592,PAIR
4C 8C 9C 9D TC,4593,PAIR
3C 8C 9C 9D TC,4594,PAIR
2C 8C 9C 9D TC,4595,PAIR
6C 7C 9C 9D TC,4596,PAIR
5C 7C 9C 9D TC,4597,PAIR
4C 7C 9C 9D TC,4598,PAIR
3C 7C 9C 9D TC,4599,PAIR
2C 7C 9C 9D TC,4600,PAIR
5C 6C 9C 9D TC,4601,PAIR
4C 6C 9C 9D TC,4602,PAIR
3C 6C 9C 9D TC,4603,PAIR
2C 6C 9C 9D TC,4604,PAIR
4C 5C 9C 9D TC,4605,PAIR
3C 5C 9C 9D TC,4606,PAIR
2C 5C 9C 9D TC,4607,PAIR
3C 4C 9C 9D TC,4608,PAIR
2C 4C 9C 9D TC,4609,PAIR
2C 3C 9C 9D TC,4610,PAIR
6C 7C 8C 9C 9D,4611,PAIR
5C 7C 8C 9C 9D,4612,PAIR
4C 7C 8C 9C 9D,4613,PAIR
3C 7C 8C 9C 9D,4614,PAIR
2C 7C 8C 9C 9D,4615,PAIR
5C 6C 8C 9C 9D,4616,PAIR
4C 6C 8C 9C 9D,4617,PAIR
3C 6C 8C 9C 9D,4618,PAIR
2C 6C 8C 9C 9D,4619,PAIR
4C 5C 8C 9C 9D,4620,PAIR
3C 5C 8C 9C 9D,4621,PAIR
2C 5C 8C 9C 9D,4622,PAIR
3C 4C 8C 9C 9D,4623,PAIR
2C 4C 8C 9C 9D,4624,PAIR
2C 3C 8C 9C 9D,4625,PAIR
5C 6C 7C 9C 9D,4626,PAIR
4C 6C 7C 9C 9D,4627,PAIR
3C 6C 7C 9C 9D,4628,PAIR
2C 6C 7C 9C 9D,4629,PAIR
4C 5C 7C 9C 9D,4630,PAIR
3C 5C 7C 9C 9D,4631,PAIR
2C 5C 7C 9C 9D,4632,PAIR
3C 4C 7C 9C 9D,4633,PAIR
2C 4C 7C 9C 9D,4634,PAIR
2C 3C 7C 9C 9D,4635,PAIR
4C 5C 6C 9C 9D,4636,PAIR
3C 5C 6C 9C 9D,4637,PAIR
2C 5C 6C 9C 9D,4638,PAIR
3C 4C 6C 9C 9D,4639,PAIR
2C 4C 6C 9C 9D,4640,PAIR
2C 3C 6C 9C 9D,4641,PAIR
3C 4C 5C 9C 9D,4642,PAIR
2C 4C 5C 9C 9D,4643,PAIR
2C 3C 5C 9C 9D,4644,PAIR
2C 3C 4C 9C 9D,4645,PAIR
8C 8D QC KC AC,4646,PAIR
8C 8D JC KC AC,4647,PAIR
8C 8D TC KC AC,4648,PAIR
8C 8D 9C KC AC,4649,PAIR
7C 8C 8D KC AC,4650,PAIR
6C 8C 8D KC AC,4651,PAIR
5C 8C 8D KC AC,4652,PAIR
4C 8C 8D KC AC,4653,PAIR
3C 8C 8D KC AC,4654,PAIR
2C 8C 8D KC AC,4655,PAIR
8C 8D JC QC AC,4656,PAIR
8C 8D TC QC AC,4657,PAIR
8C 8D 9C QC AC,4658,PAIR
7C 8C 8D QC AC,4659,PAIR
6C 8C 8D QC AC,4660,PAIR
5C 8C 8D QC AC,4661,PAIR
4C 8C 8D QC AC,4662,PAIR
3C 8C 8D QC AC,4663,PAIR
2C 8C 8D QC AC,4664,PAIR
8C 8D TC JC AC,4665,PAIR
8C 8D 9C JC AC,4666,PAIR
7C 8C 8D JC AC,4667,PAIR
6C 8C 8D JC AC,4668,PAIR
5C 8C 8D JC AC,4669,PAIR
4C 8C 8D JC AC,4670,PAIR
3C 8C 8D JC AC,4671,PAIR
2C 8C 8D JC AC,4672,PAIR
8C 8D 9C TC AC,4673,PAIR
7C 8C 8D TC AC,4674,PAIR
6C 8C 8D TC AC,4675,PAIR
5C 8C 8D TC AC,4676,PAIR
4C 8C 8D TC AC,4677,PAIR
3C 8C 8D TC AC,4678,PAIR
2C 8C 8D TC AC,4679,PAIR
7C 8C 8D 9C AC,4680,PAIR
6C 8C 8D 9C AC,4681,PAIR
5C 8C 8D 9C AC,4682,PAIR
4C 8C 8D 9C AC,4683,PAIR
3C 8C 8D 9C AC,4684,PAIR
2C 8C 8D 9C AC,4685,PAIR
6C 7C 8C 8D AC,4686,PAIR
5C 7C 8C 8D AC,4687,PAIR
4C 7C 8C 8D AC,4688,PAIR
3C 7C 8C 8D AC,4689,PAIR
2C 7C 8C 8D AC,4690,PAIR
5C 6C 8C 8D AC,4691,PAIR
4C 6C 8C 8D AC,4692,PAIR
3C 6C 8C 8D AC,4693,PAIR
2C 6C 8C 8D AC,4694,PAIR
4C 5C 8C 8D AC,4695,PAIR
3C 5C 8C 8D AC,4696,PAIR
2C 5C 8C 8D AC,4697,PAIR
3C 4C 8C 8D AC,4698,PAIR
2C 4C 8C 8D AC,4699,PAIR
2C 3C 8C 8D AC,4700,PAIR
8C 8D JC QC KC,4701,PAIR
8C 8D TC QC KC,4702,PAIR
8C 8D 9C QC KC,4703,PAIR
7C 8C 8D QC KC,4704,PAIR
6C 8C 8D QC KC,4705,PAIR
5C 8C 8D QC KC,4706,PAIR
4C 8C 8D QC KC,4707,PAIR
3C 8C 8D QC KC,4708,PAIR
2C 8C 8D QC KC,4709,PAIR
8C 8D TC JC KC,4710,PAIR
8C 8D 9C JC KC,4711,PAIR
7C 8C 8D JC KC,4712,PAIR
6C 8C 8D JC KC,4713,PAIR
5C 8C 8D JC KC,4714,PAIR
4C 8C 8D JC KC,4715,PAIR
3C 8C 8D JC KC,4716,PAIR
2C 8C 8D JC KC,4717,PAIR
8C 8D 9C TC KC,4718,PAIR
7C 8C 8D TC KC,4719,PAIR
6C 8C 8D TC KC,4720,PAIR
5C 8C 8D TC KC,4721,PAIR
4C 8C 8D TC KC,4722,PAIR
3C 8C 8D TC KC,4723,PAIR
2C 8C 8D TC KC,4724,PAIR
7C 8C 8D 9C KC,4725,PAIR
6C 8C 8D 9C KC,4726,PAIR
5C 8C 8D 9C KC,4727,PAIR
4C 8C 8D 9C KC,4728,PAIR
3C 8C 8D 9C KC,4729,PAIR
2C 8C 8D 9C KC,4730,PAIR
6C 7C 8C 8D KC,4731,PAIR
5C 7C 8C 8D KC,4732,PAIR
4C 7C 8C 8D KC,4733,PAIR
3C 7C 8C 8D KC,4734,PAIR
2C 7C 8C 8D KC,4735,PAIR
5C 6C 8C 8D KC,4736,PAIR
4C 6C 8C 8D KC,4737,PAIR
3C 6C 8C 8D KC,4738,PAIR
2C 6C 8C 8D KC,4739,PAIR
4C 5C 8C 8D KC,4740,PAIR
3C 5C 8C 8D KC,4741,PAIR
2C 5C 8C 8D KC,4742,PAIR
3C 4C 8C 8D KC,4743,PAIR
2C 4C 8C 8D KC,4744,PAIR
2C 3C 8C 8D KC,4745,PAIR
8C 8D TC JC QC,4746,PAIR
8C 8D 9C JC QC,4747,PAIR
7C 8C 8D JC QC,4748,PAIR
6C 8C 8D JC QC,4749,PAIR
5C 8C 8D JC QC,4750,PAIR
4C 8C 8D JC QC,4751,PAIR
3C 8C 8D JC QC,4752,PAIR
2C 8C 8D JC QC,4753,PAIR
8C 8D 9C TC QC,4754,PAIR
7C 8C 8D TC QC,4755,PAIR
6C 8C 8D TC QC,4756,PAIR
5C 8C 8D TC QC,4757,PAIR
4C 8C 8D TC QC,4758,PAIR
3C 8C 8D TC QC,4759,PAIR
2C 8C 8D TC QC,4760,PAIR
7C 8C 8D 9C QC,4761,PAIR
6C 8C 8D 9C QC,4762,PAIR
5C 8C 8D 9C QC,4763,PAIR
4C 8C 8D 9C QC,4764,PAIR
3C 8C 8D 9C QC,4765,PAIR
2C 8C 8D 9C QC,4766,PAIR
6C 7C 8C 8D QC,4767,PAIR
5C 7C 8C 8D QC,4768,PAIR
4C 7C 8C 8D QC,4769,PAIR
3C 7C 8C 8D QC,4770,PAIR
2C 7C 8C 8D QC,4771,PAIR
5C 6C 8C 8D QC,4772,PAIR
4C 6C 8C 8D QC,4773,PAIR
3C 6C 8C 8D QC,4774,PAIR
2C 6C 8C 8D QC,4775,PAIR
4C 5C 8C 8D QC,4776,PAIR
3C 5C 8C 8D QC,4777,PAIR
2C 5C 8C 8D QC,4778,PAIR
3C 4C 8C 8D QC,4779,PAIR
2C 4C 8C 8D QC,4780,PAIR
2C 3C 8C 8D QC,4781,PAIR
8C 8D 9C TC JC,4782,PAIR
7C 8C 8D TC JC,4783,PAIR
6C 8C 8D TC JC,4784,PAIR
5C 8C 8D TC JC,4785,PAIR
4C 8C 8D TC JC,4786,PAIR
3C 8C 8D TC JC,4787,PAIR
2C 8C 8D TC JC,4788,PAIR
7C 8C 8D 9C JC,4789,PAIR
6C 8C 8D 9C JC,4790,PAIR
5C 8C 8D 9C JC,4791,PAIR
4C 8C 8D 9C JC,4792,PAIR
3C 8C 8D 9C JC,4793,PAIR
2C 8C 8D 9C JC,4794,PAIR
6C 7C 8C 8D JC,4795,PAIR
5C 7C 8C 8D JC,4796,PAIR
4C 7C 8C 8D JC,4797,PAIR
3C 7C 8C 8D JC,4798,PAIR
2C 7C 8C 8D JC,4799,PAIR
5C 6C 8C 8D JC,4800,PAIR
4C 6C 8C 8D JC,4801,PAIR
3C 6C 8C 8D JC,4802,PAIR
2C 6C 8C 8D JC,4803,PAIR
4C 5C 8C 8D JC,4804,PAIR
3C 5C 8C 8D JC,4805,PAIR
2C 5C 8C 8D JC,4806,PAIR
3C 4C 8C 8D JC,4807,PAIR
2C 4C 8C 8D JC,4808,PAIR
2C 3C 8C 8D JC,4809,PAIR
7C 8C 8D 9C TC,4810,PAIR
6C 8C 8D 9C TC,4811,PAIR
5C 8C 8D 9C TC,4812,PAIR
4C 8C 8D 9C TC,4813,PAIR
3C 8C 8D 9C TC,4814,PAIR
2C 8C 8D 9C TC,4815,PAIR
6C 7C 8C 8D TC,4816,PAIR
5C 7C 8C 8D TC,4817,PAIR
4C 7C 8C 8D TC,4818,PAIR
3C 7C 8C 8D TC,4819,PAIR
2C 7C 8C 8D TC,4820,PAIR
5C 6C 8C 8D TC,4821,PAIR
4C 6C 8C 8D TC,4822,PAIR
3C 6C 8C 8D TC,4823,PAIR
2C 6C 8C 8D TC,4824,PAIR
4C 5C 8C 8D TC,4825,PAIR
3C 5C 8C 8D TC,4826,PAIR
2C 5C 8C 8D TC,4827,PAIR
3C 4C 8C 8D TC,4828,PAIR
2C 4C 8C 8D TC,4829,PAIR
2C 3C 8C 8D TC,4830,PAIR
6C 7C 8C 8D 9C,4831,PAIR
5C 7C 8C 8D 9C,4832,PAIR
4C 7C 8C 8D 9C,4833,PAIR
3C 7C 8C 8D 9C,4834,PAIR
2C 7C 8C 8D 9C,4835,PAIR
5C 6C 8C 8D 9C,4836,PAIR
4C 6C 8C 8D 9C,4837,PAIR
3C 6C 8C 8D 9C,4838,PAIR
2C 6C 8C 8D 9C,4839,PAIR
4C 5C 8C 8D 9C,4840,PAIR
3C 5C 8C 8D 9C,4841,PAIR
2C 5C 8C 8D 9C,4842,PAIR
3C 4C 8C 8D 9C,4843,PAIR
2C 4C 8C 8D 9C,4844,PAIR
2C 3C 8C 8D 9C,4845,PAIR
5C 6C 7C 8C 8D,4846,PAIR
4C 6C 7C 8C 8D,4847,PAIR
3C 6C 7C 8C 8D,4848,PAIR
2C 6C 7C 8C 8D,4849,PAIR
4C 5C 7C 8C 8D,4850,PAIR
3C 5C 7C 8C 8D,4851,PAIR
2C 5C 7C 8C 8D,4852,PAIR
3C 4C 7C 8C 8D,4853,PAIR
2C 4C 7C 8C 8D,4854,PAIR
2C 3C 7C 8C 8D,4855,PAIR
4C 5C 6C 8C 8D,4856,PAIR
3C 5C 6C 8C 8D,4857,PAIR
2C 5C 6C 8C 8D,4858,PAIR
3C 4C 6C 8C 8D,4859,PAIR
2C 4C 6C 8C 8D,4860,PAIR
2C 3C 6C 8C 8D,4861,PAIR
3C 4C 5C 8C 8D,4862,PAIR
2C 4C 5C 8C 8D,4863,PAIR
2C 3C 5C 8C 8D,4864,PAIR
2C 3C 4C 8C 8D,4865,PAIR
7C 7D QC KC AC,4866,PAIR
7C 7D JC KC AC,4867,PAIR
7C 7D TC KC AC,4868,PAIR
7C 7D 9C KC AC,4869,PAIR
7C 7D 8C KC AC,4870,PAIR
6C 7C 7D KC AC,4871,PAIR
5C 7C 7D KC AC,4872,PAIR
4C 7C 7D KC AC,4873,PAIR
3C 7C 7D KC AC,4874,PAIR
2C 7C 7D KC AC,4875,PAIR
7C 7D JC QC AC,4876,PAIR
7C 7D TC QC AC,4877,PAIR
7C 7D 9C QC AC,4878,PAIR
7C 7D 8C QC AC,4879,PAIR
6C 7C 7D QC AC,4880,PAIR
5C 7C 7D QC AC,4881,PAIR
4C 7C 7D QC AC,4882,PAIR
3C 7C 7D QC AC,4883,PAIR
2C 7C 7D QC AC,4884,PAIR
7C 7D TC JC AC,4885,PAIR
7C 7D 9C JC AC,4886,PAIR
7C 7D 8C JC AC,4887,PAIR
6C 7C 7D JC AC,4888,PAIR
5C 7C 7D JC AC,4889,PAIR
4C 7C 7D JC AC,4890,PAIR
3C 7C 7D JC AC,4891,PAIR
2C 7C 7D JC AC,4892,PAIR
7C 7D 9C TC AC,4893,PAIR
7C 7D 8C TC AC,4894,PAIR
6C 7C 7D TC AC,4895,PAIR
5C 7C 7D TC AC,4896,PAIR
4C 7C 7D TC AC,4897,PAIR
3C 7C 7D TC AC,4898,PAIR
2C 7C 7D TC AC,4899,PAIR
7C 7D 8C 9C AC,4900,PAIR
6C 7C 7D 9C AC,4901,PAIR
5C 7C 7D 9C AC,4902,PAIR
4C 7C 7D 9C AC,4903,PAIR
3C 7C 7D 9C AC,4904,PAIR
2C 7C 7D 9C AC,4905,PAIR
6C 7C 7D 8C AC,4906,PAIR
5C 7C 7D 8C AC,4907,PAIR
4C 7C 7D 8C AC,4908,PAIR
3C 7C 7D 8C AC,4909,PAIR
2C 7C 7D 8C AC,4910,PAIR
5C 6C 7C 7D AC,4911,PAIR
4C 6C 7C 7D AC,4912,PAIR
3C 6C 7C 7D AC,4913,PAIR
2C 6C 7C 7D AC,4914,PAIR
4C 5C 7C 7D AC,4915,PAIR
3C 5C 7C 7D AC,4916,PAIR
2C 5C 7C 7D AC,4917,PAIR
3C 4C 7C 7D AC,4918,PAIR
2C 4C 7C 7D AC,4919,PAIR
2C 3C 7C 7D AC,4920,PAIR
7C 7D JC QC KC,4921,PAIR
7C 7D TC QC KC,4922,PAIR
7C 7D 9C QC KC,4923,PAIR
7C 7D 8C QC KC,4924,PAIR
6C 7C 7D QC KC,4925,PAIR
5C 7C 7D QC KC,4926,PAIR
4C 7C 7D QC KC,4927,PAIR
3C 7C 7D QC KC,4928,PAIR
2C 7C 7D QC KC,4929,PAIR
7C 7D TC JC KC,4930,PAIR
7C 7D 9C JC KC,4931,PAIR
7C 7D 8C JC KC,4932,PAIR
6C 7C 7D JC KC,4933,PAIR
5C 7C 7D JC KC,4934,PAIR
4C 7C 7D JC KC,4935,PAIR
3C 7C 7D JC KC,4936,PAIR
2C 7C 7D JC KC,4937,PAIR
7C 7D 9C TC KC,4938,PAIR
7C 7D 8C TC KC,4939,PAIR
6C 7C 7D TC KC,4940,PAIR
5C 7C 7D TC KC,4941,PAIR
4C 7C 7D TC KC,4942,PAIR
3C 7C 7D TC KC,4943,PAIR
2C 7C 7D TC KC,4944,PAIR
7C 7D 8C 9C KC,4945,PAIR
6C 7C 7D 9C KC,4946,PAIR
5C 7C 7D 9C KC,4947,PAIR
4C 7C 7D 9C KC,4948,PAIR
3C 7C 7D 9C KC,4949,PAIR
2C 7C 7D 9C KC,4950,PAIR
6C 7C 7D 8C KC,4951,PAIR
5C 7C 7D 8C KC,4952,PAIR
4C 7C 7D 8C KC,4953,PAIR
3C 7C 7D 8C KC,4954,PAIR
2C 7C 7D 8C KC,4955,PAIR
5C 6C 7C 7D KC,4956,PAIR
4C 6C 7C 7D KC,4957,PAIR
3C 6C 7C 7D KC,4958,PAIR
2C 6C 7C 7D KC,4959,PAIR
4C 5C 7C 7D KC,4960,PAIR
3C 5C 7C 7D KC,4961,PAIR
2C 5C 7C 7D KC,4962,PAIR
3C 4C 7C 7D KC,4963,PAIR
2C 4C 7C 7D KC,4964,PAIR
2C 3C 7C 7D KC,4965,PAIR
7C 7D TC JC QC,4966,PAIR
7C 7D 9C JC QC,4967,PAIR
7C 7D 8C JC QC,4968,PAIR
6C 7C 7D JC QC,4969,PAIR
5C 7C 7D JC QC,4970,PAIR
4C 7C 7D JC QC,4971,PAIR
3C 7C 7D JC QC,4972,PAIR
2C 7C 7D JC QC,4973,PAIR
7C 7D 9C TC QC,4974,PAIR
7C 7D 8C TC QC,4975,PAIR
6C 7C 7D TC QC,4976,PAIR
5C 7C 7D TC QC,4977,PAIR
4C 7C 7D TC QC,4978,PAIR
3C 7C 7D TC QC,4979,PAIR
2C 7C 7D TC QC,4980,PAIR
7C 7D 8C 9C QC,4981,PAIR
6C 7C 7D 9C QC,4982,PAIR
5C 7C 7D 9C QC,4983,PAIR
4C 7C 7D 9C QC,4984,PAIR
3C 7C 7D 9C QC,4985,PAIR
2C 7C 7D 9C QC,4986,PAIR
6C 7C 7D 8C QC,4987,PAIR
5C 7C 7D 8C QC,4988,PAIR
4C 7C 7D 8C QC,4989,PAIR
3C 7C 7D 8C QC,4990,PAIR
2C 7C 7D 8C QC,4991,PAIR
5C 6C 7C 7D QC,4992,PAIR
4C 6C 7C 7D QC,4993,PAIR
3C 6C 7C 7D QC,4994,PAIR
2C 6C 7C 7D QC,4995,PAIR
4C 5C 7C 7D QC,4996,PAIR
3C 5C 7C 7D QC,4997,PAIR
2C 5C 7C 7D QC,4998,PAIR
3C 4C 7C 7D QC,4999,PAIR
2C 4C 7C 7D QC,5000,PAIR
2C 3C 7C 7D QC,5001,PAIR
7C 7D 9C TC JC,5002,PAIR
7C 7D 8C TC JC,5003,PAIR
6C 7C 7D TC JC,5004,PAIR
5C 7C 7D TC JC,5005,PAIR
4C 7C 7D TC JC,5006,PAIR
3C 7C 7D TC JC,5007,PAIR
2C 7C 7D TC JC,5008,PAIR
7C 7D 8C 9C JC,5009,PAIR
6C 7C 7D 9C JC,5010,PAIR
5C 7C 7D 9C JC,5011,PAIR
4C 7C 7D 9C JC,5012,PAIR
3C 7C 7D 9C JC,5013,PAIR
2C 7C 7D 9C JC,5014,PAIR
6C 7C 7D 8C JC,5015,PAIR
5C 7C 7D 8C JC,5016,PAIR
4C 7C 7D 8C JC,5017,PAIR
3C 7C 7D 8C JC,5018,PAIR
2C 7C 7D 8C JC,5019,PAIR
5C 6C 7C 7D JC,5020,PAIR
4C 6C 7C 7D JC,5021,PAIR
3C 6C 7C 7D JC,5022,PAIR
2C 6C 7C 7D JC,5023,PAIR
4C 5C 7C 7D JC,5024,PAIR
3C 5C 7C 7D JC,5025,PAIR
2C 5C 7C 7D JC,5026,PAIR
3C 4C 7C 7D JC,5027,PAIR
2C 4C 7C 7D JC,5028,PAIR
2C 3C 7C 7D JC,5029,PAIR
7C 7D 8C 9C TC,5030,PAIR
6C 7C 7D 9C TC,5031,PAIR
5C 7C 7D 9C TC,5032,PAIR
4C 7C 7D 9C TC,5033,PAIR
3C 7C 7D 9C TC,5034,PAIR
2C 7C 7D 9C TC,5035,PAIR
6C 7C 7D 8C TC,5036,PAIR
5C 7C 7D 8C TC,5037,PAIR
4C 7C 7D 8C TC,5038,PAIR
3C 7C 7D 8C TC,5039,PAIR
2C 7C 7D 8C TC,5040,PAIR
5C 6C 7C 7D TC,5041,PAIR
4C 6C 7C 7D TC,5042,PAIR
3C 6C 7C 7D TC,5043,PAIR
2C 6C 7C 7D TC,5044,PAIR
4C 5C 7C 7D TC,5045,PAIR
3C 5C 7C 7D TC,5046,PAIR
2C 5C 7C 7D TC,5047,PAIR
3C 4C 7C 7D TC,5048,PAIR
2C 4C 7C 7D TC,5049,PAIR
2C 3C 7C 7D TC,5050,PAIR
6C 7C 7D 8C 9C,5051,PAIR
5C 7C 7D 8C 9C,5052,PAIR
4C 7C 7D 8C 9C,5053,PAIR
3C 7C 7D 8C 9C,5054,PAIR
2C 7C 7D 8C 9C,5055,PAIR
5C 6C 7C 7D 9C,5056,PAIR
4C 6C 7C 7D 9C,5057,PAIR
3C 6C 7C 7D 9C,5058,PAIR
2C 6C 7C 7D 9C,5059,PAIR
4C 5C 7C 7D 9C,5060,PAIR
3C 5C 7C 7D 9C,5061,PAIR
2C 5C 7C 7D 9C,5062,PAIR
3C 4C 7C 7D 9C,5063,PAIR
2C 4C 7C 7D 9C,5064,PAIR
2C 3C 7C 7D 9C,5065,PAIR
5C 6C 7C 7D 8C,5066,PAIR
4C 6C 7C 7D 8C,5067,PAIR
3C 6C 7C 7D 8C,5068,PAIR
2C 6C 7C 7D 8C,5069,PAIR
4C 5C 7C 7D 8C,5070,PAIR
3C 5C 7C 7D 8C,5071,PAIR
2C 5C 7C 7D 8C,5072,PAIR
3C 4C 7C 7D 8C,5073,PAIR
2C 4C 7C 7D 8C,5074,PAIR
2C 3C 7C 7D 8C,5075,PAIR
4C 5C 6C 7C 7D,5076,PAIR
3C 5C 6C 7C 7D,5077,PAIR
2C 5C 6C 7C 7D,5078,PAIR
3C 4C 6C 7C 7D,5079,PAIR
2C 4C 6C 7C 7D,5080,PAIR
2C 3C 6C 7C 7D,5081,PAIR
3C 4C 5C 7C 7D,5082,PAIR
2C 4C 5C 7C 7D,5083,PAIR
2C 3C 5C 7C 7D,5084,PAIR
2C 3C 4C 7C 7D,5085,PAIR
6C 6D QC KC AC,5086,PAIR
6C 6D JC KC AC,5087,PAIR
6C 6D TC KC AC,5088,PAIR
6C 6D 9C KC AC,5089,PAIR
6C 6D 8C KC AC,5090,PAIR
6C 6D 7C KC AC,5091,PAIR
5C 6C 6D KC AC,5092,PAIR
4C 6C 6D KC AC,5093,PAIR
3C 6C 6D KC AC,5094,PAIR
2C 6C 6D KC AC,5095,PAIR
6C 6D JC QC AC,5096,PAIR
6C 6D TC QC AC,5097,PAIR
6C 6D 9C QC AC,5098,PAIR
6C 6D 8C QC AC,5099,PAIR
6C 6D 7C QC AC,5100,PAIR
5C 6C 6D QC AC,5101,PAIR
4C 6C 6D QC AC,5102,PAIR
3C 6C 6D QC AC,5103,PAIR
2C 6C 6D QC AC,5104,PAIR
6C 6D TC JC AC,5105,PAIR
6C 6D 9C JC AC,5106,PAIR
6C 6D 8C JC AC,5107,PAIR
6C 6D 7C JC AC,5108,PAIR
5C 6C 6D JC AC,5109,PAIR
4C 6C 6D JC AC,5110,PAIR
3C 6C 6D JC AC,5111,PAIR
2C 6C 6D JC AC,5112,PAIR
6C 6D 9C TC AC,5113,PAIR
6C 6D 8C TC AC,5114,PAIR
6C 6D 7C TC AC,5115,PAIR
5C 6C 6D TC AC,5116,PAIR
4C 6C 6D TC AC,5117,PAIR
3C 6C 6D TC AC,5118,PAIR
2C 6C 6D TC AC,5119,PAIR
6C 6D 8C 9C AC,5120,PAIR
6C 6D 7C 9C AC,5121,PAIR
5C 6C 6D 9C AC,5122,PAIR
4C 6C 6D 9C AC,5123,PAIR
3C 6C 6D 9C AC,5124,PAIR
2C 6C 6D 9C AC,5125,PAIR
6C 6D 7C 8C AC,5126,PAIR
5C 6C 6D 8C AC,5127,PAIR
4C 6C 6D 8C AC,5128,PAIR
3C 6C 6D 8C AC,5129,PAIR
2C 6C 6D 8C AC,5130,PAIR
5C 6C 6D 7C AC,5131,PAIR
4C 6C 6D 7C AC,5132,PAIR
3C 6C 6D 7C AC,5133,PAIR
2C 6C 6D 7C AC,5134,PAIR
4C 5C 6C 6D AC,5135,PAIR
3C 5C 6C 6D AC,5136,PAIR
2C 5C 6C 6D AC,5137,PAIR
3C 4C 6C 6D AC,5138,PAIR
